"index","pid","product","size_layout","color","community_ref","x","y"
445,2701,"Anthracite, not agglomerated",32.0740966796875,"#330000",3,1817.72528076,2808.66357422
446,7606,"Pure aluminium rectangular plate/sheet/strip, t >0.2m",19.1829833984375,"#299fff",2,1909.7567749,2670.44213867
447,2613,"Molybdenum concentrates, roasted",16.27783203125,"#330000",3,1106.0670166,2388.14160156
448,2614,"Titanium ores and concentrates",15.0819091796875,"#330000",3,1462.27191162,2133.57495117
449,2615,"Zirconium ores and concentrates",15.075927734375,"#330000",3,1490.50366211,2109.73876953
450,2844,"Natural uranium, its compounds, mixtures",17.791015625,"#330000",3,1147.5880127,2398.62915039
451,4013,"Inner tubes of rubber for motor vehicles",15.0245361328125,"#9c9a87",9,2052.10369873,2080.18432617
452,2937,"Pituitary anterior hormones and derivatives, in bulk",16.439697265625,"#9c219c",8,1299.64501953,2115.89147949
453,9021,"Artificial joints",20.481201171875,"#9c219c",8,1277.5637207,2137.58447266
454,9027,"Gas/smoke analysis apparatus",19.103271484375,"#9c219c",8,1336.43969727,2205.97509766
455,4012,"Retreaded tyres",15.177001953125,"#299fff",2,2210.44445801,2285.44995117
456,8442,"Photo-typesetting and composing machines",15.2552490234375,"#99ffff",7,1304.49554443,2454.51708984
457,3002,"Antisera and other blood fractions",24.2490234375,"#9c219c",8,1287.09692383,2301.06152344
458,4911,"Trade advertising material, catalogues etc.",16.674072265625,"#ff0000",12,2037.53015137,2414.63964844
459,3003,"Penicillins or streptomycins and derivatives, in bulk",16.3175048828125,"#730049",6,2006.53765869,2478.69287109
460,3307,"Pre-shave, shaving and after shaving preparations",16.3050537109375,"#730049",6,1982.60064697,2446.70288086
461,3004,"Penicillins and streptomycins, derivs, in dosage",52.8056640625,"#730049",6,1969.56079102,2505.359375
462,7323,"Iron or steel wool, pot scourers, etc, iron or steel",16.1494140625,"#33cc00",4,2745.92041016,2703.75927734
463,5601,"Sanitary towels, diapers and similar articles",15.223388671875,"#299fff",2,2347.45495605,2156.41772461
464,6913,"Statuettes & ornamental articles of porcelain or chin",15.100341796875,"#9c9a87",9,2027.97094727,1992.1751709
465,8712,"Bicycles, other cycles, not motorized",15.916015625,"#299fff",2,2069.26074219,2013.53131104
466,5702,"Hand made rugs including Kelem,Schumacks,Karamanie,et",15.394287109375,"#9c9a87",9,2431.79699707,2824.8182373
467,6908,"Glazed ceramic mosaic tiles, cubes & similar <7cm wid",16.621826171875,"#330000",3,2457.8963623,2821.03125
468,8519,"Coin or disc-operated record-players",16.119140625,"#99ffff",7,1150.07324219,2672.20727539
469,8705,"Mobile cranes",17.309814453125,"#299fff",2,2137.0880127,2244.86450195
470,8470,"Electronic calculators operable with internal power",15.6142578125,"#99ffff",7,1232.92126465,2833.70153809
471,8509,"Domestic vacuum cleaners",17.117431640625,"#99ffff",7,1082.0760498,2632.42480469
472,5801,"Woven pile fabric of wool or fine animal hair, w >30c",15.314208984375,"#33cc00",4,2753.94470215,2787.2512207
473,8508,"Drills, hand-held, with self-contained electric motor",16.78955078125,"#299fff",2,1628.45227051,2165.48632812
474,9011,"Stereoscopic microscopes",15.111572265625,"#299fff",2,1687.10913086,2852.48632812
475,3907,"Polyacetals, in primary forms",22.1787109375,"#99ffff",7,1306.32165527,2785.22607422
476,8452,"Household type sewing machines",15.509765625,"#299fff",2,1776.73498535,2195.63354492
477,8460,"Num controlled surface grinders, accurate to 0.01mm",15.572265625,"#299fff",2,1628.74255371,2715.8918457
478,3903,"Polystyrene, expansible in primary forms",18.43115234375,"#99ffff",7,1309.80065918,2734.46606445
479,8428,"Lifts and skip hoists",18.72119140625,"#299fff",2,1894.91711426,2446.95629883
480,9022,"Medical X-ray apparatus",17.781494140625,"#9c219c",8,1239.28967285,2235.59033203
481,7008,"Multiple-walled insulating units of glass",15.0367431640625,"#299fff",2,1911.83953857,2469.76806641
482,6114,"Garments nes, of wool or fine animal hair, knit",15.486083984375,"#33cc00",4,2669.45422363,2437.38989258
483,8544,"Insulated winding wire of copper",29.485595703125,"#ff0000",12,2488.06140137,2422.69226074
484,9403,"Office furniture, metal, nes",26.191650390625,"#ff0000",12,2310.63024902,2423.34423828
485,2932,"Tetrahydrofuran",15.88818359375,"#9c219c",8,1200.52392578,2106.18139648
486,2104,"Soups and broths and preparations thereof",15.2685546875,"#bf8845",10,2375.06835938,2478.17773438
487,2007,"Homogenised jams, jellies, etc",15.185302734375,"#bf8845",10,2403.70373535,2461.48242188
488,1904,"Cereal foods obtained by swelling, roasting of cereal",15.568603515625,"#730049",6,2208.07678223,2508.37280273
489,7604,"Bars, rods and profiles, aluminium, not alloyed",17.11669921875,"#ff0000",12,2331.96606445,2457.89746094
490,3917,"Sausage casings of hardened protein, cellulose",17.81201171875,"#730049",6,2139.00708008,2442.00317383
491,2009,"Orange juice, frozen, not fermented or spirited",17.18994140625,"#bf8845",10,2422.24780273,2474.5682373
492,7010,"Ampoules of glass for conveyance or packing",16.0615234375,"#ff0000",12,2375.20336914,2421.46362305
493,3923,"Boxes, cases, crates etc. of plastic",21.2080078125,"#ff0000",12,2433.33349609,2444.61254883
494,4820,"Registers, account books, note books, diaries etc",15.553955078125,"#33cc00",4,2737.57434082,2310.79907227
495,2923,"Choline, salts",15.110595703125,"#9c219c",8,1480.70544434,2422.12695312
496,7505,"Bars, rods and profiles, nickel, not alloyed",15.258544921875,"#299fff",2,1417.13549805,2296.12402344
497,8484,"Gaskets of metal sheeting, including sandwich type",15.3798828125,"#299fff",2,1455.66333008,2571.22119141
498,7324,"Sinks and wash basins, stainless steel",15.274658203125,"#299fff",2,1543.01538086,2679.16210938
499,8422,"Dish washing machines (domestic)",18.84228515625,"#299fff",2,1540.07910156,2534.22705078
500,8311,"Electrodes, coated, of base metal, for arc welding",15.387451171875,"#299fff",2,2007.12597656,2289.64282227
501,7419,"Chain and parts thereof of copper",15.35791015625,"#299fff",2,1683.85888672,2289.20336914
502,7318,"Screws, coach, iron or steel",19.609130859375,"#299fff",2,1703.35400391,2449.29150391
503,8208,"Blades for metal working machines",15.2294921875,"#299fff",2,1614.90710449,2381.16967773
504,8514,"Industrial electric resistance heated furnaces & oven",15.6929931640625,"#299fff",2,1580.78704834,2460.77929688
505,8515,"Electric soldering irons and guns",16.4560546875,"#299fff",2,1549.99047852,2370.14746094
506,8426,"Gantry and overhead travelling cranes on fixed suppor",17.880126953125,"#299fff",2,1610.54064941,2331.25073242
507,8412,"Reaction engines other than turbo jets",17.08349609375,"#299fff",2,1619.23083496,2460.11914062
508,8512,"Lighting/signalling equipment as used on bicycles",17.218505859375,"#299fff",2,1729.05322266,2459.01586914
509,8538,"Elictrical boards, panels, etc, not equipped",19.155029296875,"#299fff",2,1773.33032227,2295.76635742
510,8704,"Dump trucks designed for off-highway use",34.072021484375,"#299fff",2,1780.9041748,2441.18359375
511,3823,"Prepared binders for foundry moulds or cores",20.84814453125,"#730049",6,2046.44506836,2544.75512695
512,4011,"Pneumatic tyres new of rubber for motor cars",24.588623046875,"#299fff",2,2150.31188965,2212.09643555
513,8504,"Ballasts for discharge lamps or tubes",26.630126953125,"#299fff",2,2022.69641113,2266.2746582
514,7226,"Flat rolled silicon-electrical steel, <600mm wide",15.5234375,"#299fff",2,1520.18725586,2412.93188477
515,7229,"Wire of high speed steel",15.17626953125,"#299fff",2,1554.3026123,2317.79541016
516,7302,"Railway/tramway rails, iron or steel",15.62109375,"#299fff",2,1667.53186035,2583.50512695
517,8407,"Aircraft engines, spark-ignition",20.77197265625,"#299fff",2,1533.70117188,2442.33129883
518,8425,"Electric hoists (except skip and vehicle hoists)",15.869140625,"#299fff",2,1831.93786621,2315.12792969
519,8603,"Self-propelled railway cars, external electric power",15.465576171875,"#299fff",2,1624.81518555,2616.58129883
520,8408,"Marine propulsion engines, diesel",22.562744140625,"#299fff",2,1648.83068848,2484.77807617
521,7608,"Tubes and pipe, aluminium, not alloyed",15.205322265625,"#299fff",2,2135.65246582,2343.08911133
522,2303,"Residues of starch manufacture and similar residues",15.352783203125,"#33cc00",4,2798.83435059,2681.73168945
523,2208,"Compound alcoholic preps for beverage manufacture",18.3419189453125,"#730049",6,1938.33966064,2560.00024414
524,2306,"Cotton seed oil-cake and other solid residues",15.52685546875,"#330000",3,2277.80883789,2056.92236328
525,8609,"Cargo containers designed for carriage",15.377197265625,"#ff0000",12,2140.32019043,2570.05053711
526,7801,"Lead refined unwrought",15.730224609375,"#330000",3,2240.35583496,2139.92004395
527,3102,"Urea, including aqueous solution in packs >10 kg",19.405029296875,"#330000",3,2302.03820801,2001.83764648
528,3915,"Polyethylene waste or scrap",15.84521484375,"#730049",6,2238.14550781,2591.58789062
529,3105,"Fertilizer mixes in tablets etc or in packs <10 kg",18.94189453125,"#730049",6,2226.5859375,2569.42138672
530,2711,"Natural gas, liquefied",54.154541015625,"#330000",3,2441.73571777,2015.83123779
531,2503,"Sulphur, crude or unrefined",16.400146484375,"#330000",3,2521.22595215,2006.02709961
532,4420,"Statuettes and other ornaments of wood",15.072265625,"#33cc00",4,2779.35375977,2339.53173828
533,4702,"Chemical wood pulp, dissolving grades",15.2366943359375,"#9c219c",8,1025.50384521,2206.78173828
534,4803,"Paper, household, sanitary, width > 36 centimetres",15.30126953125,"#ff0000",12,2345.35009766,2241.57763672
535,4806,"Paper, vegetable parchment",15.0732421875,"#9c9a87",9,1469.31896973,2387.44970703
536,4802,"Paper, hand-made, uncoated",18.991455078125,"#330000",3,1853.61230469,2163.3815918
537,4804,"Paper, Kraftliner, unbleached, uncoated",16.744873046875,"#330000",3,1860.98339844,2095.97314453
538,3703,"Unexposed photographic paper,textile roll > 610mm wid",15.114501953125,"#9c219c",8,1213.40686035,2270.96606445
539,7326,"Balls, iron/steel, forged/stamped for grinding mills",21.4970703125,"#299fff",2,2009.84240723,2357.35571289
540,7309,"Reservoirs/tanks/vats/etc, iron/steel capacity >300l",15.462158203125,"#ff0000",12,2203.0045166,2375.39941406
541,8440,"Book-binding machinery including book-sewing machines",15.148193359375,"#99ffff",7,1274.20788574,2436.72583008
542,4821,"Paper labels of all kinds, printed",15.52880859375,"#ff0000",12,2322.63916016,2498.26623535
543,2106,"Protein concentrates and textured protein substances",18.88916015625,"#730049",6,2297.53759766,2488.76660156
544,2102,"Yeasts, active",15.0908203125,"#730049",6,2239.95263672,2477.56811523
545,7616,"Aluminium nails, tacks, staples, bolts, nuts etc,",16.822021484375,"#299fff",2,2126.5333252,2376.95166016
546,7610,"Aluminium Doors, windows, frames and thresholds",16.1826171875,"#ff0000",12,2189.88525391,2465.92333984
547,4418,"Windows, French-windows, frames, of wood",16.88330078125,"#ff0000",12,2269.52099609,2322.67822266
548,4411,"Fibreboard >0.8 g/cm2 not worked or surface covered",16.318359375,"#ff0000",12,2253.5559082,2392.40380859
549,5911,"Textile fabric for card clothing, technical use",15.494384765625,"#299fff",2,1962.24829102,2288.79052734
550,8707,"Bodies for passenger carrying vehicles",16.4541015625,"#299fff",2,1672.58935547,2466.67089844
551,2403,"Cigarette or pipe tobacco and tobacco substitute mixe",15.303955078125,"#bf8845",10,2403.81262207,2651.46435547
552,402,"Milk powder < 1.5% fat",17.677490234375,"#bf8845",10,2395.73425293,2582.66394043
553,3507,"Rennet and concentrates thereof",15.41357421875,"#d1ff00",11,2158.1472168,2724.01794434
554,405,"Butter and other fats and oils derived from milk",15.7635498046875,"#d1ff00",11,2051.63800049,2685.10083008
555,904,"Pepper of the genus Piper, whole",15.177734375,"#d1ff00",11,2087.3659668,2902.01037598
556,306,"Rock lobster and other sea crawfish, frozen",17.33056640625,"#d1ff00",11,2106.99975586,2883.61889648
557,2821,"Iron oxides and hydroxides",15.051513671875,"#9c9a87",9,1640.74145508,2940.85119629
558,9504,"Video games used with a television receiver",21.87255859375,"#9c9a87",9,1627.20617676,2865.40380859
559,2905,"Methyl alcohol",19.879150390625,"#330000",3,2400.92272949,1953.59509277
560,2815,"Sodium hydroxide (caustic soda) solid",15.781982421875,"#299fff",2,1830.95617676,2190.74829102
561,2811,"Hydrogen fluoride (hydrofluoric acid)",15.4246826171875,"#9c9a87",9,1591.10162354,2756.46142578
562,4901,"Brochures, leaflets and similar, in single sheets",17.80859375,"#9c9a87",9,1576.98522949,2698.28686523
563,7901,"Zinc, not alloyed, unwrought, >99% pure",16.42578125,"#330000",3,2189.50927734,1852.36846924
564,2835,"Phosphinates and phosphonates",15.629150390625,"#6e451e",5,2157.18225098,1825.61584473
565,8112,"Beryllium, unwrought, waste or scrap/powders",15.124755859375,"#330000",3,1746.65905762,2140.25622559
566,2807,"Sulphuric acid, oleum",15.16015625,"#330000",3,2183.23413086,1898.36914062
567,7101,"Pearls natural, not permanently mounted or set",15.080810546875,"#9c9a87",9,2863.22473145,2785.24023438
568,7102,"Diamonds, unsorted",30.241943359375,"#330000",3,2928.51037598,2499.89440918
569,7018,"Ornamental glass beads, pearls, stones, worked items",15.13134765625,"#9c9a87",9,1139.44128418,2479.09912109
570,8513,"Portable battery and magneto-electric lamps",15.17822265625,"#99ffff",7,1164.64404297,2469.33032227
571,6911,"Tableware and kitchenware of porcelain or china",15.419677734375,"#299fff",2,2074.5958252,2058.10900879
572,7004,"Drawn glass sheet coloured, absorbing, reflect, opaqu",15.182861328125,"#9c219c",8,1408.30517578,2477.24023438
573,6903,"Refractory ceramic articles, >50% carbon",15.152099609375,"#299fff",2,1438.62207031,2720.85986328
574,6907,"Unglazed ceramic mosaic tiles etc, <7cm wide",15.417724609375,"#299fff",2,1548.39697266,2766.63232422
575,7112,"Waste or scrap containing gold as sole precious metal",17.669921875,"#330000",3,2287.92236328,2775.20568848
576,9023,"Instruments, apparatus and models, for demonstration",15.1905517578125,"#299fff",2,1866.26983643,2614.25341797
577,2708,"Pitch",15.025634765625,"#299fff",2,1980.87438965,2140.69628906
578,2709,"Petroleum oils, oils from bituminous minerals, crude",67.94873046875,"#330000",3,2450.61108398,1815.6940918
579,2814,"Anhydrous ammonia",16.302978515625,"#330000",3,2335.72521973,1984.42285156
580,2710,"Oils petroleum, bituminous, distillates, except crude",57.716064453125,"#330000",3,2348.25549316,1844.48388672
581,8713,"Wheelchairs not mechanically propelled",15.027099609375,"#9c219c",8,1235.23474121,1964.65441895
582,6909,"Porcelain ware for laboratory, chemical, technical us",15.31494140625,"#9c219c",8,1093.73620605,2160.11767578
583,2707,"Benzol",17.375732421875,"#299fff",2,2140.58972168,2042.96124268
584,8702,"Diesel powered buses",17.50244140625,"#299fff",2,2123.29492188,2108.54907227
585,3817,"Mixed alkylbenzenes, nes",15.2734375,"#9c219c",8,1420.27087402,2001.68811035
586,2902,"Cyclohexane",21.302734375,"#9c219c",8,1397.21606445,2086.22167969
587,2909,"Diethyl ether",16.74072265625,"#9c219c",8,1285.4041748,2046.42285156
588,2906,"Menthol",15.107666015625,"#9c219c",8,1158.41760254,2103.55505371
589,7115,"Catalysts (form of wire cloth or grill) of platinum",15.2265625,"#299fff",2,1861.65405273,2678.40527344
590,2843,"Colloidal precious metals",15.69873046875,"#299fff",2,1854.2088623,2750.57397461
591,2901,"Saturated acyclic hydrocarbons",18.6220703125,"#330000",3,2488.66357422,1911.4864502
592,2849,"Calcium carbide",15.21484375,"#299fff",2,1581.91296387,2182.5769043
593,8481,"Valves, pressure reducing",25.8779296875,"#299fff",2,1745.54492188,2311.58666992
594,9607,"Slide fasteners with chain scoops of base metal",15.164794921875,"#33cc00",4,2781.88977051,2568.14306641
595,9305,"Parts and accessories of revolvers or pistols",15.0634765625,"#299fff",2,1464.87036133,2526.63598633
596,9701,"Paintings/drawings/pastels executed by hand",16.7633056640625,"#9c9a87",9,1304.34539795,2912.75537109
597,9018,"Electro-cardiographs",27.093994140625,"#99ffff",7,1341.3815918,2517.86035156
598,9013,"Telescopes for arms/other equipment, periscopes",26.2880859375,"#99ffff",7,1164.07788086,2501.51025391
599,9613,"Pocket lighters, gas-fuelled, non-refillable",15.0830078125,"#0576a6",1,1444.62194824,2870.06787109
600,9101,"Wrist-watch, precious metal, battery, with hands",16.068359375,"#0576a6",1,1413.9317627,2757.05810547
601,5501,"Filament tow of nylon, polyamides",15.0537109375,"#33cc00",4,2579.23486328,2565.1842041
602,5408,"Woven fabric of hi-ten filament yarns of viscose rayo",15.06494140625,"#33cc00",4,2579.13500977,2515.90869141
603,9609,"Pencils/crayons, with leads in rigid sheath, nes",15.014892578125,"#9c9a87",9,2632.31262207,2675.27148438
604,5810,"Embroidery without visible ground",15.150390625,"#33cc00",4,2648.1574707,2679.03369141
605,8479,"Machines for public works, building etc, nes",29.599609375,"#299fff",2,1433.57946777,2251.26916504
606,9507,"Fishing rods",15.2158203125,"#33cc00",4,2752.40185547,2546.22485352
607,5804,"Tulles, other nets (not woven, knit or crochet)",15.0185546875,"#33cc00",4,2670.58862305,2524.47412109
608,5402,"Hi-ten yarn of nylon, polyamide, not sewing or retail",17.387451171875,"#99ffff",7,1333.55529785,2724.28271484
609,8211,"Sets of different knives, cutlery sets",15.152587890625,"#9c9a87",9,1111.7421875,2698.16992188
610,8532,"Fixed power capacitors (50/60 herz circuits)",17.76953125,"#99ffff",7,1317.4309082,2669.47875977
611,5407,"Woven hi-ten filament, nylon, polyamide or polyester",17.58642578125,"#33cc00",4,2647.83862305,2585.13085938
612,5210,"Plain weave cotton <85% +manmade fibre <200g unbleach",15.209716796875,"#33cc00",4,2574.19934082,2611.98071289
613,6217,"Clothing accessories nes, textile material, not knit",15.215087890625,"#33cc00",4,2640.44128418,2436.91967773
614,6117,"Shawls, scarves, veils etc, textile material, knit",15.169677734375,"#33cc00",4,2727.57775879,2417.49133301
615,5205,"Cotton yarn >85% single uncombed >714 dtex,not retail",16.3037109375,"#33cc00",4,2813.55786133,2551.05786133
616,5515,"Woven fabric polyester + viscose rayon, nes",15.411376953125,"#33cc00",4,2647.90637207,2496.69604492
617,5209,"Plain weave cotton, >85% >200g/m2, unbleached",16.208984375,"#33cc00",4,2715.80688477,2548.76660156
618,6805,"Abrasive powderor grain on woven textile support",15.37255859375,"#330000",3,1847.41186523,2249.74658203
619,8474,"Machines to sort, screen, wash stone, ores & minerals",18.236083984375,"#299fff",2,2088.97058105,2282.64331055
620,801,"Coconuts, fresh or dried",15.406005859375,"#d1ff00",11,2806.50500488,2276.95898438
621,1801,"Cocoa beans, whole or broken, raw or roasted",15.96435546875,"#d1ff00",11,2804.60961914,2239.58959961
622,3301,"Essential oils of bergamot",15.307861328125,"#bf8845",10,2414.50842285,2591.66650391
623,604,"Mosses and lichens for bouquets, ornamental purposes",15.041748046875,"#d1ff00",11,2070.76989746,2865.51367188
624,2301,"Flour or meal, pellet of meat or offal for animal fee",15.4892578125,"#d1ff00",11,2222.94018555,2818.11889648
625,504,"Guts, bladders and stomachs of animals except fish",15.420166015625,"#d1ff00",11,2224.98669434,2798.67724609
626,207,"Poultry, domestic, whole, fresh or chilled",17.99169921875,"#d1ff00",11,1662.44152832,2725.36791992
627,208,"Rabbit or hare meat, offal, fresh, chilled or frozen",15.00146484375,"#d1ff00",11,2131.25048828,2726.45532227
628,301,"Ornamental fish, live",15.12109375,"#d1ff00",11,2206.72509766,2893.30102539
629,210,"Hams and shoulders, swine, salted, dried or smoked",15.504150390625,"#d1ff00",11,1737.29821777,2665.17114258
630,2004,"Potatoes, prepared, frozen",15.60498046875,"#d1ff00",11,1725.36083984,2716.8984375
631,204,"Lamb carcasses and half carcasses, fresh or chilled",15.589111328125,"#d1ff00",11,2586.34313965,2908.57910156
632,2204,"Grape wines, sparkling",19.345458984375,"#d1ff00",11,2585.44494629,2857.6159668
633,2002,"Tomatoes, whole/pieces, prepared/preserved, no vinega",15.42822265625,"#d1ff00",11,2506.40600586,2799.34008789
634,3501,"Casein",15.30078125,"#d1ff00",11,2109.12329102,2707.17248535
635,101,"Horses, live pure-bred breeding",15.217041015625,"#d1ff00",11,2116.60705566,2753.17407227
636,2607,"Lead ores and concentrates",15.4306640625,"#330000",3,2519.22070312,2856.66601562
637,8542,"Monolithic integrated circuits, digital",53.359619140625,"#99ffff",7,1202.72155762,2563.58691406
638,8528,"Colour television receivers/monitors/projectors",30.1444091796875,"#99ffff",7,1367.51727295,2623.43725586
639,8518,"Microphones and stands thereof",18.448486328125,"#99ffff",7,1255.17822266,2780.12329102
640,8505,"Metal permanent magnets, articles intended as magnets",15.792724609375,"#99ffff",7,1284.56103516,2727.93115234
641,9012,"Microscopes except optical, diffraction apparatus",15.07470703125,"#9c219c",8,1229.93017578,2292.2434082
642,9029,"Revolution counters/taximeters/mileometers/pedometers",15.56689453125,"#299fff",2,1783.32543945,2253.44335938
643,9030,"Instruments to measure or detect ionising radiations",17.694091796875,"#99ffff",7,1320.57983398,2491.79418945
644,8540,"Colour cathode-ray television picture tubes, monitors",15.5224609375,"#99ffff",7,1247.08166504,2519.40893555
645,2939,"Opium alkaloids, their derivs, in bulk, salts thereof",15.519287109375,"#9c9a87",9,1603.08898926,2861.54638672
646,704,"Cauliflowers and headed broccoli, fresh or chilled",15.144775390625,"#d1ff00",11,2634.1451416,2789.60205078
647,8805,"Aircraft launching and deck-arrestor gear, parts",15.093994140625,"#9c9a87",9,1306.66345215,2046.456604
648,1901,"Infant foods of cereals, flour, starch or milk, retai",16.62841796875,"#bf8845",10,2393.58496094,2543.54394531
649,1806,"Cocoa powder, sweetened",17.730224609375,"#bf8845",10,2389.42028809,2351.95336914
650,406,"Fresh cheese, unfermented whey cheese, curd",18.88427734375,"#bf8845",10,2349.77807617,2486.7923584
651,702,"Tomatoes, fresh or chilled",15.942626953125,"#d1ff00",11,2620.28137207,2833.89135742
652,8309,"Corks, crown, of base metal",15.653564453125,"#ff0000",12,2164.7598877,2437.30615234
653,7325,"Cast articles, of non-malleable cast iron nes",16.00048828125,"#299fff",2,2144.86987305,2310.71362305
654,6810,"Building blocks, bricks of cement, or artificial ston",15.63134765625,"#ff0000",12,2373.76635742,2455.08056641
655,4415,"Wooden cases, boxes, crates, drums and containers",15.291748046875,"#ff0000",12,2236.50012207,2413.30786133
656,9404,"Mattress supports",16.517333984375,"#33cc00",4,2553.72521973,2253.69189453
657,6304,"Bedspreads, textile material, nes, knit or crochet",15.28662109375,"#33cc00",4,2582.92919922,2254.06274414
658,6307,"Floor & dish cloths, dusters, etc, textile material",16.16748046875,"#33cc00",4,2610.51123047,2193.15649414
659,8207,"Rock drilling, boring heads of sintered metal, carbid",17.7340087890625,"#299fff",2,1692.32574463,2354.49414062
660,8454,"Converters used in metallurgy or metal foundries",15.4130859375,"#299fff",2,1629.40844727,2304.2800293
661,8459,"Way-type unit head machines, metal working",15.657470703125,"#299fff",2,1680.13574219,2384.54980469
662,7007,"Safety glass (tempered) for vehicles, aircraft, etc",16.2435302734375,"#299fff",2,1831.55548096,2270.19433594
663,8433,"Mowers, powered, lawn, with horizontal cutting device",17.781494140625,"#299fff",2,1703.98632812,2498.52612305
664,8436,"Machinery for preparing animal feeding stuffs",15.6796875,"#299fff",2,1807.26037598,2513.06738281
665,6815,"Non-electrical articles of graphite or other carbon",15.49658203125,"#299fff",2,1587.85461426,2486.06958008
666,1202,"Ground-nuts in shell not roasted or cooked",15.10205078125,"#d1ff00",11,2868.71264648,2651.60107422
667,902,"Tea, green (unfermented) in packages < 3 kg",15.72119140625,"#d1ff00",11,2881.3125,2689.98925781
668,1003,"Barley",16.0528564453125,"#d1ff00",11,2014.31573486,2721.42114258
669,1001,"Durum wheat",22.7635498046875,"#d1ff00",11,2011.54815674,2762.05517578
670,1206,"Sunflower seeds",15.20361328125,"#d1ff00",11,2302.0546875,2590.78808594
671,1005,"Maize (corn) seed",19.13232421875,"#d1ff00",11,2279.3840332,2668.86743164
672,3306,"Dentifrices",15.50048828125,"#299fff",2,2071.03979492,2200.3840332
673,9306,"Cartridges for rivet etc tools, humane killers, etc",15.59375,"#299fff",2,1695.09362793,2767.96142578
674,4813,"Paper, cigarette, in the form of booklets or tubes",15.1190185546875,"#9c219c",8,1371.14080811,2070.10986328
675,7215,"Bar/rod, cold formed/finished free cutting steel",15.46826171875,"#9c9a87",9,2193.15576172,2604.2668457
676,3406,"Candles, tapers and the like",15.26806640625,"#9c9a87",9,2113.91894531,1994.46783447
677,3404,"Artificial & prepared waxes, of modified lignite",15.189697265625,"#9c219c",8,1346.11523438,2016.17706299
678,3503,"Gelatin & derivatives, isinglass, glues (animal) nes",15.0380859375,"#9c219c",8,1368.87719727,2430.83154297
679,4414,"Wooden frames for paintings, photographs, mirrors etc",15.0048828125,"#9c9a87",9,2106.0769043,2066.26635742
680,9209,"Metronomes, tuning forks and pitch pipes",15.0693359375,"#99ffff",7,1251.08459473,2823.19335938
681,3505,"Dextrins and other modified starches",15.36962890625,"#99ffff",7,1254.46118164,2857.71289062
682,3212,"Stamping foils",15.195556640625,"#730049",6,1993.78271484,2630.140625
683,3808,"Insecticides, packaged for retail sale",18.639892578125,"#9c219c",8,1372.22375488,2407.77636719
684,3504,"Peptones, proteins and derivatives, nes, hide powder",15.128173828125,"#9c219c",8,1369.12988281,2327.97021484
685,2519,"Natural magnesium carbonate (magnesite)",15.140380859375,"#0576a6",1,1377.6003418,2969.88244629
686,7227,"Bar/rod, of high speed steel, irregular coils",15.537353515625,"#0576a6",1,1363.59997559,2907.56237793
687,1504,"Fish-liver oils, fractions, not chemically modified",15.08544921875,"#d1ff00",11,2177.24829102,2943.75805664
688,1302,"Opium sap",15.535888671875,"#730049",6,2177.77160645,2595.88623047
689,4809,"Paper, carbon or similar width >36 cm",15.033203125,"#9c219c",8,1264.8963623,2007.03057861
690,1214,"Lucerne (alfalfa) meal and pellets",15.085693359375,"#d1ff00",11,1270.38037109,1951.07189941
691,1208,"Soya bean flour or meal",15.021240234375,"#d1ff00",11,2729.22351074,2815.61328125
692,1207,"Palm nuts and kernels",15.332763671875,"#d1ff00",11,2441.5682373,2161.52270508
693,2507,"Kaolin and other kaolinic clays",15.154052734375,"#9c9a87",9,1103.60754395,1991.38037109
694,2508,"Bentonite",15.115966796875,"#6e451e",5,1952.83618164,2706.48730469
695,2904,"Sulphonated hydrocarbons, salts and ethyl esters",15.03955078125,"#6e451e",5,1949.01794434,2742.78442383
696,6813,"Asbestos brake linings and pads",15.032470703125,"#6e451e",5,1947.00646973,2671.76367188
697,2510,"Natural calcium phosphates, unground",15.8623046875,"#6e451e",5,2125.89746094,1746.11425781
698,2809,"Diphosphorus pentaoxide",16.031005859375,"#6e451e",5,2137.31506348,1779.14245605
699,2516,"Granite, crude or roughly trimmed",15.1435546875,"#330000",3,2090.2331543,2201.88427734
700,2517,"Pebbles, gravel, broken & crushed stone for aggregate",15.337158203125,"#ff0000",12,2369.4498291,2595.4465332
701,2302,"Maize bran, sharps, other residues",15.053466796875,"#d1ff00",11,2461.71911621,2096.22399902
702,1006,"Rice in the husk (paddy or rough)",18.2314453125,"#d1ff00",11,2898.69604492,2655.1862793
703,6402,"Ski-boots etc, outer soles, uppers of rubber, plastic",18.06201171875,"#33cc00",4,2747.21923828,2609.04907227
704,3001,"Glands and other organs, dried, for therapeutic uses",15.174560546875,"#9c219c",8,1371.43505859,2021.8536377
705,3909,"Urea resins, thiourea resins, in primary forms",16.65869140625,"#299fff",2,1868.11315918,2388.29443359
706,2941,"Penicillins, derivatives, in bulk, salts",16.75341796875,"#9c219c",8,1190.7208252,2397.78173828
707,804,"Dates, fresh or dried",15.76513671875,"#bf8845",10,2480.26196289,2582.29052734
708,8451,"Dry-cleaning machines",15.837890625,"#299fff",2,1681.37023926,2119.94384766
709,9608,"Ball point pens",15.69482421875,"#299fff",2,1647.51379395,2746.66943359
710,5404,"Synthetic monofilament, >67 dtex, thickness < 1mm",15.03271484375,"#730049",6,2000.07434082,2660.16235352
